crd,firm_name,website,status,logo_source,error
130105,BIONDO INVESTMENT ADVISORS LLC,https://thebiondogroup.com/,success,https://thebiondogroup.com/wp-content/uploads/2021/07/Biondo-Logo.png,
130128,"CAPSTONE WEALTH MANAGEMENT, INC.",https://capstonewealth.com/,no_logo_found,,
130421,"MOORE FINANCIAL ADVISORS, LTD.",https://mooreadvisors.com/,success,https://www.mooreadvisors.com/wp-content/uploads/2023/03/Moore_logo_small_300ppi.jpeg.jpg,
130475,"EXENCIAL WEALTH ADVISORS, LLC",https://exencialwealth.com/,success,https://exencialwealth.com/hubfs/Exencial_Wealth_Advisors_July_2023/Images/logo.png,
130595,FAMILY WEALTH ADVISORY,https://familywealthadvisory.com/,no_logo_found,,
130652,S & S WEALTH MGMT,https://www.sswmwealth.com/,no_logo_found,,
130711,"SUPERIOR PLANNING, LLC",https://superiorplanning.com/,svg_rasterized_success,https://superiorplanning.com/wp-content/uploads/2025/04/superior-planning-logo.svg,
130753,FOUR QUADRANT WEALTH,https://www.fourquadrantsadvisory.com/,success,https://www.fourquadrantsadvisory.com/hs-fs/hubfs/4QLogo_withtagline_MASTER%20transparent-01%20(1).png?width=4983&height=1125&name=4QLogo_withtagline_MASTER%20transparent-01%20(1).png,
130914,WESTPARK WEALTH ADV.,https://westparkwealth.com/,no_logo_found,,
130931,"ANDREWS, LUCIA WEALTH",https://luciawealth.com/,success,https://luciawealth.com/images/logo.avif,
131063,WALDRON PRIVATE WEALTH,https://waldronprivatewealth.com/,svg_rasterized_success,https://www.waldronprivatewealth.com/wp-content/themes/waldron/public/images/waldron-logo-for-dark.svg,
131208,HUDSON CAPITAL MANAGEMENT LLC,https://hudsoncap.com/,success,https://hudsoncap.com/wp-content/uploads/cropped-favicon-32x32.png,
131234,PRINCE FINANCIAL ADV.,https://princefinancial.com/,no_logo_found,,
131304,"STERLING WEALTH MANAGEMENT, INC.",https://sterlingwealthmanagement.com/,success,https://sterlingwealthmanagement.com/wp-content/uploads/2025/12/SWM-logo-596x136-Full.png,
131315,"AMICUS FINANCIAL ADVISORS, LLC",https://amicusadvisors.com/,success,https://amicusadvisors.com/wp-content/uploads/2023/02/Amicus-Site-Logo-White-Text-2x.png,
131359,"SALEM PARTNERS WEALTH MANAGEMENT, LLC",https://www.salempartners.com/,success,https://cdn.prod.website-files.com/670f025b4e9bfff84ab63410/673d6fe0d3627aab3c9a999b_Salem%20Partners%20Logo.png,
131393,CAROLINA WEALTH MGMT,https://mycarolinawealth.com/,no_logo_found,,
131728,EHRENKRANZ PARTNERS L.P.,https://www.eplp.com/,success,https://www.eplp.com/wp-content/themes/eplp/assets/imgs/favicon/favicon.ico?02/19/26-02:52:43,
131738,SIERRA PACIFIC FIN.,https://spfa.com/,svg_rasterized_success,https://spfa.com/assets/images/facebook-f-brands.svg,
131808,BRADLEY WEALTH LLC,https://bradleywealth.com/,success,https://bradleywealth.com/wp-content/uploads/2025/03/Bradley-Wealth-Logo.png,
131962,"FLAGSHIP WEALTH ADVISORS, LLC.",https://flagshipwealthadvisors.com/,success,https://static.twentyoverten.com/5c8a5c374fd4df7be0e12686/1oxepvnl0p8/FWA_logoonlywealthtax1.jpg,
131976,"D'ORAZIO & ASSOCIATES, INC.",https://dorazio.com/,success,https://images.squarespace-cdn.com/content/v1/54466473e4b0fd2c9e139465/597b647b-9615-4a33-931c-c5729164325e/Seviroli_Logo.png,
132058,"CRANBROOK WEALTH MANAGEMENT, LLC",https://cranbrookwealth.com/,success,https://cranbrookwealth.com/sites/caseybear.us1.advisor.ws/files/styles/max_325x325/public/images/cranbrook-wealth-logo.png?itok=YdGu1DOe,
132137,"GRAND WEALTH MANAGEMENT, LLC",https://grandwealth.com/,svg_rasterized_success,https://cdn.prod.website-files.com/65e5e5e1aed3200f05f69c00/65e5e5e1aed3200f05f69c39_GWM_Logo.svg,
132162,"WESTWOOD ADVISORS, L.L.C",https://www.westwoodgroup.com/,svg_rasterized_success,https://westwoodgroup.com/wp-content/themes/westwood/i/westwood-logo--primary-blue.svg,
132210,LONDON AND CAPITAL WEALTH ADVISERS LTD,https://www.londonandcapital.com/,no_logo_found,,
132248,"SALTMARSH FINANCIAL ADVISORS, L.L.C.",https://saltmarshfa.com/,svg_rasterized_success,https://saltmarshfa.com/_img/newskin/logo.svg,
132330,SIMON QUICK ADVISORS,https://simonquickadvisors.com/,success,https://simonquickadvisors.com/wp-content/themes/codeunion/public/favicon/apple-icon-57x57.png,
132341,ADG WEALTH MGMT GROUP,https://adgwealth.com/,no_logo_found,,
132437,BLUE CHIP PARTNERS,https://bluechippartners.com/,svg_rasterized_success,https://www.bluechippartners.com/wp-content/uploads/2024/12/BCP-Logo.svg,
132513,"SBK FINANCIAL, INC.",https://sbkfinancial.com/,success,https://sbkfinancial.com/favicon.ico,
132517,"CAPSOUTH PARTNERS, INC.",https://capsouthwm.com/,success,https://capsouthwm.com/wp-content/uploads/CapSouth-25th-Anniversary-Logo-Color-Horizontal-1-768x185.png,
132580,OMEGA WEALTH MANAGEMENT LLC,https://omegawealthmanagement.com/,svg_rasterized_success,https://omegawealthmanagement.com/wp-content/uploads/2025/06/logo_omega_wealthmanagement.svg,
132591,"VESTPOINTE WEALTH MANAGEMENT, LLC",https://vestpointe.com/,success,https://vestpointe.com/sites/josephmccabe.us1.advisor.ws/files/styles/max_325x325/public/images/logo_156047578631%2520%25281%2529_1.png?itok=bTuLQ05H,
132662,PROSTATIS GROUP,https://prostatistax.com/,no_logo_found,,
132669,GREENSPRING ADVISORS,https://greenspringadvisors.com/,svg_rasterized_success,https://greenspringadvisors.com/wp-content/uploads/2021/03/header-logo.svg,
132955,"TAYLOR WEALTH MANAGEMENT, LLC",https://taylorwealth.com/,success,https://taylorwealth.com/sites/douglastaylor.us1.advisor.ws/files/fav.png,
133040,"ACORN ADVISORY CAPITAL, L.P.",https://acorn-advisory.com/,success,https://acorn-advisory.com/favicon.ico,
133191,TRINITY FINANCIAL ADVISORS LLC,https://trinityfinancialadvisors.com/,no_logo_found,,
133370,"1919 INVESTMENT COUNSEL, LLC",https://1919ic.com/,svg_rasterized_success,https://1919ic.com/wp-content/uploads/2025/04/favicon.svg,
133429,PIONEER WEALTH MGMT,https://pioneerwealth.com/,success,https://www.pioneerwealth.com/wp-content/uploads/2024/12/pioneer-wealth-management-group-logo.png,
133442,BETTERMENT,https://www.betterment.com/,success,https://www.betterment.com/hubfs/Graphics/webpage-graphics/privacy-controls-logo.png,
133614,"WISE WEALTH MANAGEMENT, LLC",https://wisewealth.com/,download_failed,https://wisewealth.com/themes/custom/wealth_enhancement/logo-default.svg,request_failed
133743,DWR WEALTH MGMT,https://dwrwealth.com/,success,https://www.dwrwealth.com/wp-content/uploads/2024/04/logo_DWR.jpg,
133790,NEW ENGLAND PRIVATE,https://nepwealth.com/,success,https://nepwealth.com/wp-content/uploads/2025/03/logo-1.png,
133802,PRIVATE WEALTH PARTNERS,https://www.pwpart.com/,success,https://images.squarespace-cdn.com/content/v1/6602644b3548007a3fe0447a/a2ac219d-49bb-4691-af31-c1193e19374a/favicon.ico?format=100w,
133877,CENTRIC WEALTH MGMT,https://centricwealth.com/,success,https://centricwealth.com/icon-48x48.png,
134098,EAGLESON ARNDT,https://eaglesonarndt.com/,download_failed,https://eaglesonarndt.com/favicon.ico,http_200
134174,"GOLDBERG ADVISERS, LLC",https://goldbergadvisers.com/,no_logo_found,,
134184,BLUE BELL PRIVATE,https://bluebellpwm.com/,success,https://bluebellpwm.com/wp-content/uploads/2022/04/Charles_Schwab_Corporation_logo.svg-1024x1024.png,
134242,"AVION WEALTH, LLC",https://avionwealth.com/,success,https://avionwealth.com/favicon.ico,
134429,AEGIS WEALTH MGMT,https://aegiswealth.com/,svg_rasterized_success,https://static.twentyoverten.com/5e78ba71d62eee51f5ffc2d0/xojI_3hm-Frq/AEGIS_Logo_White_RGB.svg,
134436,MYCIO WEALTH PARTNERS,https://myciowp.com/,success,https://myciowp.com/wp-content/uploads/myCIO_logo_white_1024.png,
134509,"COLE WEALTH MANAGEMENT, LLC",https://www.colewealth.com/,success,https://cdn.prod.website-files.com/664bbdb0dbddae0ead21c4ac/6652b067f7e20317883944d5_cwm%20logo%20black%20lettering%20small.png,
134600,UNITED CAPITAL,https://creativeplanning.com/,success,https://creativeplanning.com/wp-content/uploads/2024/12/NYTlogo.png,
134834,WELLSPRING WEALTH MANAGEMENT LLC,https://wellspringwealth.com/,success,https://wellspringwealth.com/wp-content/uploads/2018/04/WellspringWealth_LogoTransparent.png,
135145,TALIS ADVISORY SERV.,https://www.generationalwealthadv.com,success,https://www.generationalwealthadv.com/wp-content/uploads/2024/03/Generational-Wealth-Advisors-Logo-reverse.png,
135184,MCKINLEY CARTER WEALTH,https://mckinleycarter.com/,svg_rasterized_success,https://mckinleycarter.com/assets/svg/mckinley-block-white.svg?v=44ea62d5a4f12fc356efefc454ddea5075ae40f2,
135234,GLOBAL FINANCIAL ADVISORY,https://www.gbmi.com/,success,https://www.gbmi.com/wp-content/uploads/cropped-icon-2-32x32.png,
135373,"WEALTH ARCHITECTS, LLC",https://wealtharchitects.com/,svg_rasterized_success,https://wealtharchitects.com/wp-content/uploads/2018/01/Logo.svg,
135579,CFS WEALTH MANAGEMENT,https://cfswealthmanagement.com/,no_logo_found,,
135872,MARIN FINANCIAL ADV.,https://marinfa.com/,success,https://www.marinfa.com/wp-content/uploads/2013/04/MFA_Final_Logo-small-medium.jpg,
135879,"ALLEN CAPITAL GROUP, LLC",https://allencapitalgroup.com/,no_logo_found,,
135980,FR FINANCIAL ADVISORS,https://fradv.com/,success,https://fradv.com/sites/fradv.us1.advisor.ws/files/favicon.ico,
136031,"ALTAMONT WEALTH MANAGEMENT, INC.",https://altamontwealth.com/,no_logo_found,,
136075,"MARIN CAPITAL MANAGEMENT, LLC",https://marincapitalmanagement.com/,download_failed,https://marincapitalmanagement.com/favicon.png,request_failed
136155,EAST COAST WEALTH,https://eastcoastwealth.com/,success,https://www.eastcoastwealth.com/wp-content/uploads/2019/05/ECWM-LogoBlack.png,
136214,LONGVIEW WEALTH MGMT,https://longviewwealth.com/,no_logo_found,,
136314,IWP WEALTH MGMT,https://iwpfo.com/,no_logo_found,,
136372,"KELLY FINANCIAL GROUP, LLC",https://kellyfinancialgroup.com/,no_logo_found,,
136426,"EDGE FINANCIAL ADVISORS, LLC",https://edgefa.com/,success,https://edgefa.com/wp-content/uploads/2020/08/logoEdgeFinancialAdvisors.png,
136431,"NORTH BERKELEY WEALTH MANAGEMENT, LLC",https://northberkeleywealth.com/,success,https://northberkeleywealth.com/wp-content/uploads/2019/11/logo.png,
136485,TRIPPON WEALTH MGMT,https://trippon.com/,success,https://trippon.com/wp-content/uploads/2019/04/favicon.png,
136596,"L.D. LOWE WEALTH ADVISORY, INC.",https://ldloweplan.com/,success,https://static.parastorage.com/client/pfavico.ico,
136659,"CARDINAL WEALTH ADVISORY, LLC",https://cardinalwealthadvisory.com/,no_logo_found,,
137068,ELEVATION POINT WEALTH,https://elevationpoint.com/,svg_rasterized_success,https://elevationpoint.com/wp-content/uploads/2024/03/ElevationPoint_logo.svg,
137080,WEALTH MGMT NEBRASKA,https://wealthmanagement.info/,success,https://wealthmanagement.info/wp-content/uploads/2021/03/cropped-black-and-orange-diamonds-32x32.png,
137159,NEWPORT WEALTH ADV.,https://newportwealth.com/,no_logo_found,,
137481,"ROCKWOOD WEALTH MANAGEMENT, LLC",https://rockwoodwealth.com/,success,https://rockwoodwealth.com/wp-content/uploads/2021/06/cropped-favicon-50x50-color-32x32.jpg,
137484,HERITAGE WEALTH ADV.,https://heritagewealth.net/,success,https://www.heritagewealth.net/wp-content/uploads/2022/10/HWA-FavIcons-Final.png,
137536,"CHARLESTON FINANCIAL ADVISORS, LLC",https://www.charlestonfinancial.net/,success,https://images.squarespace-cdn.com/content/v1/5c1bc379af20968eea7b4662/1545404499237-M3HXDR9ZJ7HN13VR8K49/CFA_LOGO_HORIZ_FullColor%4072ppi.png,
137705,SANDEEP VARMA WEALTH,https://atp-wealth.com/,no_logo_found,,
137785,ZUCKERMAN INVESTMENT GROUP,https://zuckermaninvestmentgroup.com/,success,https://zuckermaninvestmentgroup.com/wp-content/uploads/2024/10/Zuckerman_Final-Logos-white-768x175.png,
137810,"GREENE WEALTH MANAGEMENT, LLC",https://greenewealthmgmt.com/,success,https://greenewealthmgmt.com/apple-icon-57x57.png,
138009,"UNIWEALTH ADVISORS, INC.",https://uniwealth.com/,no_logo_found,,
138872,"BIRD ROCK ASSET MANAGEMENT, LP.",https://birdrockam.com/,no_logo_found,,
138938,"DAI WEALTH, LLC",https://goodcounselwealth.com/,no_logo_found,,
139237,WERBA RUBIN PAPIER,https://wrpwealth.com/,success,https://www.wrpwealth.com/wp-content/themes/wrpwealth/resources/images/logo.png,
139464,THE HOERNER PLANNING,nan,no_logo_found,,
139610,"BLUEKEY WEALTH ADVISORS, LLC",https://bluekeywealth.com/,no_logo_found,,
139757,CLARK MONROE BLACKMAN,https://alphawealthstrategies.com/,success,https://alphawealthstrategies.com/sites/juliablackman.us1.advisor.ws/files/styles/max_325x325/public/images/logo_145920386375_3.jpg?itok=NIKDOcqy,
139764,DAVIES FINANCIAL,https://ajdavies.net/,no_logo_found,,
139779,"PEACHTREE WEALTH ADVISORS, INC",https://peachtreewealth.com/,no_logo_found,,
140004,"WEALTHVALUES, LLC",https://wealthvalues.com/,no_logo_found,,
140066,BLAND GARVEY WEALTH,https://blandgarvey.com/,svg_rasterized_success,https://www.blandgarvey.com/wp-content/uploads/2022/09/bg-logo-footer.svg,
140077,L&L PARTNERS WEALTH,https://llpartnerswealth.com/,success,https://llpartnerswealth.com/wp-content/uploads/2022/08/LL-Wealth-Partners-Logo.png,
140115,"WEALTH ANALYTICS PARTNERS, LLC",https://wealth-analytics.com/,no_logo_found,,
140195,"MARINER, LLC",https://marinerwealthadvisors.com/,success,https://www.marinerwealthadvisors.com/wp-content/uploads/2024/03/favicon1.png,
140210,"RF&L WEALTH MANAGEMENT, LLC",https://rflwealth.com/,success,https://rflwealth.com/files/rfl-logo-white.png,
140249,"HILTON HEAD FINANCIAL ADVISORS, INC.",https://hhfa.com/,success,https://hhfa.com/favicon.ico,
140451,RVW WEALTH LLC,https://rvwwealth.com/,success,https://rvwwealth.com/favicon.ico,
140498,WEALTHMD CORPORATION,https://wealthmd.com/,success,https://images.squarespace-cdn.com/content/v1/677ed66e16f8c955e1931d7c/1736365690517-XFIVQI9EETLKWWNQ5J41/logo+%281%29.png?format=1500w,
140522,TWIN FOCUS CAPITAL,https://twinfocuscapital.com/,download_failed,https://twinfocuscapital.com/favicon.ico,http_200
140551,CAPITAL ADVISORY GROUP,https://brettmachtig.com/,success,https://brettmachtig.com/sites/jonharrell.us1.advisor.ws/files/favicon.png,
140619,CARDINAL POINT CAPITAL,https://cardinalpointwealth.com/,success,https://cardinalpointwealth.com/wp-content/uploads/2025/01/cropped-cp-focus-80px-1-32x32.png,
140824,"VIDA WEALTH PARTNERS, INC.",https://vidawealth.com/,success,https://vidawealth.com/wp-content/uploads/2025/06/logo-smv-p1.png,
140959,CANNON BEACH,https://cannonbeachco.com/,success,https://i0.wp.com/cannonbeachco.com/wp-content/uploads/2020/04/cropped-HRockmain-1.jpg?fit=32%2C32&ssl=1,
140991,"MERIDIAN WEALTH ADVISORS, LLC",https://meridianwealth.com/,success,https://meridianwealth.com/sites/meridianwealthmanagement.us1.advisor.ws/files/styles/max_325x325/public/images/meridian-logo_3.png?itok=VZKbgJ1K,
141092,INTEGRATED WEALTH,https://www.integratedwm.com/,no_logo_found,,
141153,TPG FINANCIAL ADVISORS,https://www.thepartnersgroup.com/wealth-management-services/,download_failed,https://www.thepartnersgroup.com/favicon.ico,http_200
141192,"RALICKI & COMPANY, P.A.",https://ralicki.com/,no_logo_found,,
141250,MORTON CAPITAL MGMT,https://www.mortonwealth.com/,svg_rasterized_success,https://cdn.prod.website-files.com/61df50fd27e0150ffa621998/66a897f3f1c0de15604e58a9_Morton.svg,
141473,WEALTHQUEST CORPORATION,https://wqcorp.com/,svg_rasterized_success,https://cdn.prod.website-files.com/6499e531ceb4275b40d8c913/64de5e5ac354550f7016a99b_LOGO_color.svg,
141504,ARISTA WEALTH MGMT,https://aristawealth.com/,no_logo_found,,
141588,BULLTICK WEALTH MGMT,https://bulltick.com/,svg_rasterized_success,https://bulltick.com/wp-content/uploads/2025/07/logo-bulltick.svg,
141601,CASTLE WEALTH PLANNING LLC,https://castlewealthplanning.com/,no_logo_found,,
141943,ADVOCACY WEALTH MGMT,https://advocacywealth.com/,success,https://advocacywealth.com/favicon.ico,
141944,AMERICAN CAPITAL ADV.,https://www.investaca.com/,success,https://images.squarespace-cdn.com/content/v1/615b13ee7d6d1c2a901f9e15/709730f8-dd70-45ea-adc5-c13f053a58a3/ACA_Logo+B%26W.png?format=1500w,
141971,"PRIVATE WEALTH ADVISORS, LLC",https://privatewealthadvisors.com/,no_logo_found,,
142205,ASSOC. FINANCIAL SERV,https://www.truenorthwealth.com/,success,https://www.truenorthwealth.com/wp-content/uploads/2021/11/FinancialPlanningAssociation.jpg,
142214,"SAMALIN INVESTMENT COUNSEL, LLC",https://samalinwealth.com/,success,https://samalinwealth.com/hs-fs/hubfs/Brand%20-%20Logos%20and%20Other%20Images/SamalinWealth_footer_logo.png?width=410&height=300&name=SamalinWealth_footer_logo.png,
142352,"CH DOUGLAS & GRAY, LLC",https://chdouglas.com/,success,https://chdouglas.com/wp-content/uploads/2026/01/Gemini_Generated_Image_iiqjeviiqjeviiqj-removebg-preview-e1767903823841.png,
142480,"BECKERMAN INSTITUTIONAL, LLC",https://beckermaninstitutional.com/,success,https://beckermaninstitutional.com/wp-content/uploads/2014/06/beckerman_llc_logo.png,
142618,THE WEALTH COLLABORATIVE,https://www.thewealthcollaborative.com,success,https://www.thewealthcollaborative.com/wp-content/uploads/2014/09/TWC_Logo_favicon.png,
142682,KERNTKE OTTO MCGLONE,https://onekom.com/,success,https://onekom.com/sites/onekom.us1.advisor.ws/files/favicon.png,
142728,"TOTAL CLARITY WEALTH MANAGEMENT, INC",https://totalclaritywealth.com/,success,https://totalclaritywealth.com/sites/totalclaritywealth.us1.advisor.ws/files/faviconv2.ico,
142772,KEATING FINANCIAL,https://keatinginc.com/,success,https://keatinginc.com/wp-content/uploads/2025/02/Signature-Logo-1-Laura-Warta.png,
142820,GREENWICH WEALTH MANAGEMENT LLC,https://www.greenwichwealth.com/,success,https://www.greenwichwealth.com/wp-content/uploads/2024/04/cropped-GWM-Logo.jpg,
142878,CIRCLE WEALTH MGMT,https://www.circlewm.com/,success,https://www.circlewm.com/wp-content/uploads/2025/07/circlewm-logo-25.png,
142944,BARNES PETTEY FINANCIAL,https://barnespettey.com/,no_logo_found,,
142982,"BC ADVISORS, LLC",https://bcadvisors.com/,success,https://www.bcadvisors.com/wp-content/themes/Bruton/images/BrutonChisnellLogo_250x39.png,
143138,DOUGHERTY WEALTH ADV.,https://www.doughertywealth.com/,svg_rasterized_success,https://www.doughertywealth.com/wp-content/uploads/2021/01/dougherty-logo-v2.svg,
143208,"BIP WEALTH, LLC",https://bipwealth.com/,svg_rasterized_success,https://bipwealth.com/wp-content/uploads/2023/09/Logo-BIP.svg,
143248,SOLUTIONS 4 WEALTH,https://solutions4wealth.com/,no_logo_found,,
143254,"GUARDIAN WEALTH ADVISORS, LLC",https://guardianwealthadvisors.com/,no_logo_found,,
143329,SCHWALLIER WEALTH,https://www.swmadvisor.com/,no_logo_found,,
143425,STEWART WEALTH MGMT,https://www.stewartwealthmgt.com/,success,https://i0.wp.com/www.stewartwealthmgt.com/wp-content/uploads/2021/06/favicon.png?fit=32%2C32&ssl=1,
143440,BELPOINTE ASSET MANAGEMENT LLC,https://belpointeasset.com/,success,https://cdn.prod.website-files.com/64c173f99533166355418bd4/64dcdc6863e7f0a973e3db3b_belpointe-favicon.png,
143483,"MIRACLE MILE ADVISORS, LLC",https://miraclemileadvisors.com/,download_failed,https://miraclemileadvisors.com/dist/img/meta/logo-mark-48x48.ico,request_failed
143490,CALAMOS WEALTH MGMT,https://www.calamos.com/wealth/,success,https://www.calamos.com/favicon.ico,
143562,"SAGE FINANCIAL MANAGEMENT GROUP, INC.",https://sage-financial.com/,no_logo_found,,
143588,"VERIS WEALTH PARTNERS, LLC",https://veriswp.com/,svg_rasterized_success,https://www.veriswp.com/wp-content/uploads/2024/12/Veris_Logo.svg,
143593,ATRIA INVESTMENTS,https://adhesionwealth.com/,svg_rasterized_success,https://adhesionwealth.com/safari-pinned-tab.svg,
143617,"BFSG, LLC",https://bfsg.com/,success,https://bfsg.com/wp-content/uploads/2023/10/cropped-BFS-favicon-32x32.png,
143721,"PARAGON ADVISORS, L.L.C.",https://paragonadvisors.com/,success,https://paragonadvisors.com/wp-content/uploads/elementor/thumbs/logo-qy9goe9dr9nty4f3iqy17qbblukisb7f8qa3n6iwem.png,
143771,"CYPRESS POINT WEALTH MANAGEMENT, LLC",https://cypresspointwealth.com/,no_logo_found,,
143812,"CAUBLE & HARRE WEALTH MANAGEMENT, INC.",https://caubleharre.com/,no_logo_found,,
143857,VERSUS CAPITAL ADVISORS LLC,https://versuscapital.com/,no_logo_found,,
144059,"SUMMIT ROCK ADVISORS, LP",https://summitrockadvisors.com/,no_logo_found,,
144172,WATERFORD CAPITAL,https://waterfordcapital.com/,success,https://www.waterfordcapital.com/wp-content/uploads/2013/06/logo_waterford_header1.png,
144191,BAYSHORE ASSET MGMT,https://bayshorewealth.com/,svg_rasterized_success,https://www.bayshorewealth.com/images/Main-Logo.svg,
144316,PURE FINANCIAL ADV.,https://purefinancial.com/,svg_rasterized_success,https://purefinancial.com/wp-content/uploads/2018/11/pure-financial-logo-BAR.svg,
144364,J.P. MARVEL INVESTMENT,https://jpmarvel.com/,success,https://jpmarvel.com/wp-content/uploads/2020/03/JPM_Logo_2020_Emblem_Reverse@4x.png,
144474,OFFIT CAPITAL ADVISORS LLC,https://offitcapital.com/,success,https://offitcapital.com/i/favicon.png,
144481,ARGOS WEALTH ADVISORS,https://argoswealth.com/,success,https://www.argoswealth.com/wp-content/themes/click5-wp/img/logo-wealth-advisors.webp,
144673,"APOLLO WEALTH MANAGEMENT, LLC",https://apollowealthmanagement.com/,no_logo_found,,
144733,"INDEPENDENT SOLUTIONS WEALTH MANAGEMENT, LLC",https://iswealth.com/,no_logo_found,,
144789,PACIFIC WEALTH STRATEGIES,https://pacificwealthstrategies.com/,no_logo_found,,
144884,HENLEY & COMPANY WEALTH MANAGEMENT LLC,https://henleyco.com/,success,https://henleyco.com/wp-content/uploads/2020/03/HenleyCo-Logo-1.jpg,
144902,PROVIDENCE WEALTH MANAGEMENT LLC,https://providencewm.com/,no_logo_found,,
144919,WEA FINANCIAL ADVISORS,https://weabenefits.com/,success,https://www.weabenefits.com/wp-content/uploads/2018/10/cropped-wea-fav-2-32x32.png,
144948,"WEALTHMARK, LLC",https://wealthmark.com/,success,https://i0.wp.com/wealthmark.com/wp-content/uploads/2017/10/icon.png?fit=512%2C512&ssl=1,
144978,"SEMMAX FINANCIAL ADVISORS, INC.",https://semmax.com/,success,https://semmax.com/favicon.png,
144994,"MKD WEALTH COACHES, LLC",https://mkdwealth.com/,success,https://mkdwealth.com/wp-content/uploads/2024/05/MKD_Favacon.png,
145049,"GBM WEALTH MANAGEMENT, INC.",https://gbmwealth.com/,no_logo_found,,
145051,JFS WEALTH ADVISORS,https://jfswa.com/,success,https://jfswa.com/wp-content/uploads/2023/03/JFS-Wealth-Advisors-Logo_square.png,
145074,THE HELMSTAR GROUP,https://www.helmstargroup.com,download_failed,https://www.helmstargroup.com/favicon.ico,http_200
145323,"HIGHTOWER ADVISORS, LLC",https://www.hightoweradvisors.com/,no_logo_found,,
145402,MELIA WEALTH LLC,https://www.meliagroup.com/,success,https://www.meliagroup.com/favicon.ico,
145488,ARETE WEALTH ADVISORS,https://aretewealth.com/,success,https://aretewealth.com/wp-content/uploads/2021/03/101_Arete_logo_red_horiz_rgb-1024x445.png,
145492,LIFETIME WEALTH MGMT,https://lifetimewealth.com/,no_logo_found,,
145521,HOLLOW BROOK WEALTH MANAGEMENT LLC,https://hollowbrookllc.com/,svg_rasterized_success,https://www.hollowbrookllc.com/wp-content/themes/hollowbrook/images/logo.svg,
145552,"HARVEST FINANCIAL ADVISORS, LLC",https://harvestadvisors.com/,success,https://cdn.prod.website-files.com/67be05d6ad1a44fca7d21b01/67cb004eba2c9bcef4fc2d61_Logo.png,
145594,SENDERO WEALTH MGMT,https://sendero.com/,success,https://sendero.com/wp-content/uploads/2023/02/cropped-favicon-–-1-1-32x32.png,
145711,FREESTONE CAPITAL MGMT,https://freestonecapital.com/,success,https://www.freestonecapital.com/wp-content/uploads/2025/06/fav-icon-150x150.webp,
145799,FORTUNE FINANCIAL ADV.,https://fortunefinancialadvisors.com/,success,https://fortunefinancialadvisors.com/wp-content/uploads/2019/03/logo.png,
146126,"WOMACK WEALTH MANAGEMENT, INC.",https://www.womackwealth.com/,download_failed,https://www.womackwealth.com/favicon.ico,http_200
146153,ALTERNA WEALTH MGMT,https://alternawealthmanagement.com/,success,https://cdn.prod.website-files.com/60b09124003ec90d4d88db1b/60b12d958360c2bed1099c14_IconoAltera32.png,
146349,PETERSON WEALTH ADV.,https://petersonwealthadvisors.com/,no_logo_found,,
146451,ASCENSION WEALTH,https://www.ascensionwp.com/,no_logo_found,,
146602,"CORNERSTONE WEALTH PARTNERS, LLC",https://cornerstonewp.com/,success,https://cornerstonewp.com/wp-content/uploads/2018/02/cropped-favicon-32x32.png,
146612,NOBLEBRIDGE WEALTH,https://noblebridgewealth.com/,success,https://noblebridgewealth.com/wp-content/uploads/2024/01/cropped-noblebridge2-1-32x32.png,
146655,KINGSMARK PRIVATE,https://kmpfa.com/,svg_rasterized_success,https://static.twentyoverten.com/5e7bb4e920830e1526483c11/Hd5qf5kGb77/kingsmark-logo.svg,
146680,THE FINANCIAL ADVISORS,https://www.the-financial-advisors.com,success,https://the-financial-advisors.com/wp-content/uploads/2019/07/Financial_Advisors_Logo_Square-01.png,
146720,"ASPIRIANT, LLC",https://aspiriant.com/,no_logo_found,,
146796,AGH WEALTH ADVISORS,https://aghwealth.com/,no_logo_found,,
146911,"VALIANT WEALTH, LLC",https://valiantwealth.com/,success,https://valiantwealth.com/wp-content/uploads/2023/01/Valiant-Wealth-R-Logo.png,
146923,GUARDIAN WEALTH MGMT,https://investgwm.com/,success,https://www.investgwm.com/hs-fs/hubfs/GWM-New-Logo-Negative.png?width=275&height=75&name=GWM-New-Logo-Negative.png,
146946,BLUESTONE FIN.,https://bfa-llc.com/,success,https://static.parastorage.com/client/pfavico.ico,
147075,"SPRAKER WEST WEALTH MANAGEMENT, INC",https://sprakerwest.com/,success,https://sprakerwest.com/favicon.ico,
147082,GREAT POINT WEALTH,https://greatpointwealth.com/,success,https://greatpointwealth.com/wp-content/uploads/2018/02/great-point-wealth-logo-301x66.png,
147189,TIEDEMANN ADVISORS,https://altrinsic.com/,svg_rasterized_success,https://www.altrinsic.com/wp-content/uploads/2024/06/Altrinsic-logo.svg,
147200,"ALDRICH WEALTH, LP",https://aldrichadvisors.com/wealth-management/,download_failed,https://aldrichadvisors.com/favicon.ico,http_200
147253,QUADRANT CAPITAL GROUP LLC,https://quadrantcapitalgroup.com/,no_logo_found,,
147290,INSIGHT STRATEGIC WEALTH LLC,https://insightstrategicwealth.com/,success,https://insightstrategicwealth.com/sites/patriciataylor.us1.advisor.ws/files/styles/max_325x325/public/images/Insight_Logo_Reversed2_1.png?itok=Dd16Md4T,
147297,"VISTICA WEALTH ADVISORS, LLC",https://vistica.com/,no_logo_found,,
