crd,display_name,best_brand_candidate,manual_review
127758,LEGACY WEALTH ADVISORS,legacywealthadvisors.com,
128066,BAKER STREET ADVISORS,Baker Street Advisors,
128097,CAPSTONE WEALTH MANAGEMENT GROUP,Capstone Wealth Management Group,
128199,"STRATEGIC FAMILY WEALTH COUNSELORS, L.L.C.",Home | Strategic Family Wealth Counselors.,
128216,LTG CAPITAL,"Oxford Financial Group, Ltd.™",
128314,TRADITION WEALTH MANAGEMENT,Financial Planning Services | Tradition Wealth Management,
128365,COLTON GROOME FINANCIAL ADVISORS,Colton Groome Financial |,
128547,GRAY PRIVATE WEALTH,Gray Private Wealth,
128549,WEALTH ENGINEERING,WEALTHENGINEERING.COM,
128590,ABACUS WEALTH PARTNERS,Abacus Wealth Partners,
128591,SCHNEIDER DOWNS WEALTH MANAGEMENT ADVISORS,,
128649,BELVOIR WEALTH MANAGEMENT AG,Home - Belvoir - Switzerland - Belvoir Capital AG,
129475,JP WEALTH MANAGEMENT,,
129505,CERTUITY,Certuity,
129614,"SMITH, SALLEY & ASSOCIATES",Smith Salley Logo,
129696,DISCIPLINED INVESTMENTS,,
129727,4WEALTH,,Y
129927,ARCHAMBO FINANCIAL ADVISORS,,
129975,FEDERMANN FINANCIAL ADVISORS,Federmann Financial Advisors Inc logo,
129987,FINER WEALTH MANAGEMENT,FinerWealth.com,
130049,WEALTHCREST FINANCIAL SERVICES,WealthCrest Financial Services,
130071,CRAVENS & COMPANY ADVISORS,"Home | Cravens & Company Advisors, LLC",
130105,BIONDO INVESTMENT ADVISORS,Biondo Investment Advisors,
130128,CAPSTONE WEALTH MANAGEMENT,,
130421,MOORE FINANCIAL ADVISORS,Moore Advisors,
130475,EXENCIAL WEALTH ADVISORS,Exencial Wealth Advisors,
130595,FAMILY WEALTH ADVISORY GROUP,Family Wealth Management,
130652,"S & S WEALTH MANAGEMENT, L.P.",For Your Success S&S WEALTH MANAGEMENT,
130711,SUPERIOR PLANNING,Retirement Planning,
130753,FOUR QUADRANT WEALTH ADVISORS,Four Quadrants Advisory Logo,
130914,WESTPARK WEALTH ADVISORS,Experience the Westpark Difference,
130931,"ANDREWS, LUCIA WEALTH MANAGEMENT",Andrews Lucia Wealth Management,
131063,WALDRON PRIVATE WEALTH,Waldron Private Wealth,
131208,HUDSON CAPITAL MANAGEMENT,Hudson Realty Capital,
131234,PRINCE FINANCIAL ADVISORY,,Y
131304,STERLING WEALTH MANAGEMENT,Sterling Wealth,
131315,AMICUS FINANCIAL ADVISORS,Amicus Financial Advisors,
131359,SALEM PARTNERS WEALTH MANAGEMENT,Salem Partners | Investment Banking & Wealth Management,
131393,CAROLINA WEALTH MANAGEMENT,,Y
131728,EHRENKRANZ PARTNERS L.P.,Ehrenkranz Partners,
131738,SIERRA PACIFIC FINANCIAL ADVISORS,SPF:architects | Los Angeles Architecture Firm,
131808,BRADLEY WEALTH,Bradley Wealth,
131962,FLAGSHIP WEALTH ADVISORS,Flagship Wealth Advisors LLC,
131976,D'ORAZIO & ASSOCIATES,Seviroli Foods,
132058,CRANBROOK WEALTH MANAGEMENT,"Home | Cranbrook Wealth Management, LLC",
132137,GRAND WEALTH MANAGEMENT,Grand Wealth Management,
132162,"WESTWOOD ADVISORS, L.L.C",Westwood Logo,
132210,LONDON AND CAPITAL WEALTH ADVISERS,Discover a wealth of knowledge,
132248,"SALTMARSH FINANCIAL ADVISORS, L.L.C.","Saltmarsh Financial Advisors, LLC | Investment and Financial Advisory",
132330,SIMON QUICK ADVISORS,Simon Quick Advisors,
132341,ADG WEALTH MANAGEMENT GROUP,"ADG Wealth Management Group, LLC",
132437,BLUE CHIP PARTNERS,Blue Chip Partners LLC,
132513,SBK FINANCIAL,What's your vision of financial success?,
132517,CAPSOUTH PARTNERS,CapSouth Wealth Management,
132580,OMEGA WEALTH MANAGEMENT,Omega Wealth Management,
132591,VESTPOINTE WEALTH MANAGEMENT,Vestpointe Wealth Management,
132662,PROSTATIS GROUP,Prostatis Tax,
132669,GREENSPRING ADVISORS,Greenspring Advisors,
132955,TAYLOR WEALTH MANAGEMENT,Home | Taylor Wealth Management,
133040,"ACORN ADVISORY CAPITAL, L.P.",Acorn Bookkeeping & Advisory | Accounting,
133191,TRINITY FINANCIAL ADVISORS,,
133370,1919 INVESTMENT COUNSEL,1919 Investment Counsel,
133429,PIONEER WEALTH MANAGEMENT GROUP,,Y
133442,nan,Betterment | Automated investing & Financial planning,
133614,WISE WEALTH MANAGEMENT,Wealth Enhancement,
133743,DWR WEALTH MANAGEMENT,DWR Wealth Management,
133790,NEW ENGLAND PRIVATE WEALTH ADVISORS,New England Private Wealth Advisors,
133802,PRIVATE WEALTH PARTNERS,Bay Area Financial Advisor | Private Wealth Partners,
133877,CENTRIC WEALTH MANAGEMENT,Home | Centric,
134098,EAGLESON ARNDT FINANCIAL ADVISORS,"Eagleson Arndt Financial Advisors, LLC",
134174,GOLDBERG ADVISERS,,
134184,BLUE BELL PRIVATE WEALTH MANAGEMENT,Blue Bell Private Wealth Management,
134242,AVION WEALTH,Avion Wealth,
134429,AEGIS WEALTH MANAGEMENT,Comprehensive Wealth Management,
134436,MYCIO WEALTH PARTNERS,myCIO Wealth Partners,
134509,COLE WEALTH MANAGEMENT,Welcome to Cole Wealth Management,
134600,UNITED CAPITAL FINANCIAL ADVISORS,Wealth Management | Financial Planning Advisors | Creative Planning,
134834,WELLSPRING WEALTH MANAGEMENT,Wellspring Wealth Logo,
135145,TALIS ADVISORY SERVICES,Generational Wealth Advisors,
135184,MCKINLEY CARTER WEALTH SERVICES,McKinley Carter Wealth Services,
135234,GLOBAL FINANCIAL ADVISORY SERVICES,Comprehensive Family Office Services,
135373,WEALTH ARCHITECTS,WealthArchitects,
135579,CFS WEALTH MANAGEMENT,CFS Wealth,
135872,MARIN FINANCIAL ADVISORS,Marin Financial Advisors |,
135879,ALLEN CAPITAL GROUP,,
135980,FR FINANCIAL ADVISORS,Home | FR Financial Advisors,
136031,ALTAMONT WEALTH MANAGEMENT,Account Suspended,
136075,MARIN CAPITAL MANAGEMENT,MCM Wealth | Family Office Advisory,
136155,EAST COAST WEALTH MANAGEMENT,"East Coast Wealth Management, Inc.",
136214,LONGVIEW WEALTH MANAGEMENT,Home,
136314,IWP WEALTH MANAGEMENT,Meet Matter.,
136372,KELLY FINANCIAL GROUP,KellyFinancialGroup.com,
136426,EDGE FINANCIAL ADVISORS,Edge Financial Advisors,
136431,NORTH BERKELEY WEALTH MANAGEMENT,North Berkeley Wealth Management,
136485,TRIPPON WEALTH MANAGEMENT GROUP,Trippon Group of Companies | Tax CPA & Financial Advisors,
136596,L.D. LOWE WEALTH ADVISORY,LD Lowe Wealth Advisory,
136659,CARDINAL WEALTH ADVISORY,,Y
137068,ELEVATION POINT WEALTH PARTNERS,Elevation Point,
137080,WEALTH MANAGEMENT NEBRASKA,Wealth Management – Wealth Management services for advisors and CPA's,
137159,NEWPORT WEALTH ADVISORS,,
137481,ROCKWOOD WEALTH MANAGEMENT,Rockwood Wealth Management,
137484,HERITAGE WEALTH ADVISORS,Heritage Wealth Advisors,
137536,CHARLESTON FINANCIAL ADVISORS,"Fee-Only Financial Planning, Asset Management, Charleston, SC",
137705,SANDEEP VARMA WEALTH STRATEGIES,,
137785,ZUCKERMAN INVESTMENT GROUP,Zuckerman Investment Group,
137810,GREENE WEALTH MANAGEMENT,Greene Wealth Management,
138009,UNIWEALTH ADVISORS,,
138872,BIRD ROCK ASSET MANAGEMENT,BirdRock Wealth Management,
138938,DAI WEALTH,Good Counsel Wealth Manangement,
139237,WERBA RUBIN PAPIER WEALTH MANAGEMENT,Werba Rubin Papier,
139464,THE HOERNER PLANNING GROUP,,Y
139610,BLUEKEY WEALTH ADVISORS,Keyes Law Group,
139757,CLARK MONROE BLACKMAN L.L.C.,Contact Info,
139764,DAVIES FINANCIAL ADVISORS,"Davies Financial Advisors, Inc.",
139779,PEACHTREE WEALTH ADVISORS,,
140004,WEALTHVALUES,WealthValues.com,
140066,BLAND GARVEY WEALTH ADVISORS,"Bland Garvey CPA | Richardson, TX",
140077,L&L PARTNERS WEALTH MANAGEMENT,"L&L Partners Wealth Management, LLC",
140115,WEALTH ANALYTICS PARTNERS,,
140195,MARINER,Mariner,
140210,RF&L WEALTH MANAGEMENT,RF&L Wealth Management,
140249,HILTON HEAD FINANCIAL ADVISORS,,
140451,RVW WEALTH,RVW Wealth,
140498,WEALTHMD CORPORATION,WealthMD,
140522,TWIN FOCUS CAPITAL PARTNERS,Our world-class family-oriented team puts you first.,
140551,THE CAPITAL ADVISORY GROUP ADVISORY SERVICES,"Home | The Capital Advisory Group, LLC.",
140619,"CARDINAL POINT CAPITAL MANAGEMENT, ULC",Cardinal Point Wealth Management,
140824,VIDA WEALTH PARTNERS,Home - Vida Wealth,
140959,CANNON BEACH CONSULTANTS,Cannon Beach Financial Advisors – Financial Planning and Portfolio Management,
140991,MERIDIAN WEALTH ADVISORS,Home | Meridian Wealth Management,
141092,INTEGRATED WEALTH MANAGEMENT,"Integrated Wealth Management, LLC",
141153,TPG FINANCIAL ADVISORS,FINANCIAL PLANNING,
141192,"RALICKI & COMPANY, P.A.",ralicki.com,
141250,MORTON CAPITAL MANAGEMENT,morton wealth | Empowering Better Investors,
141473,WEALTHQUEST CORPORATION,Wealthquest | Wealth Management Services,
141504,ARISTA WEALTH MANAGEMENT,Arista Wealth Management,
141588,BULLTICK WEALTH MANAGEMENT,Home - Bulltick,
141601,CASTLE WEALTH PLANNING,castlewealthplanning.com,
141943,ADVOCACY WEALTH MANAGEMENT,Advocacy Wealth Management,
141944,AMERICAN CAPITAL ADVISORY,Wealth Management.,
141971,PRIVATE WEALTH ADVISORS,,
142205,ASSOCIATION FINANCIAL SERVICES,Financial Planning Association logo,
142214,SAMALIN INVESTMENT COUNSEL,Samalin Wealth | Curated Wealth Management | Financial Planning,
142352,CH DOUGLAS & GRAY,chdouglas.com,
142480,BECKERMAN INSTITUTIONAL,Beckerman Institutional,
142618,THE WEALTH COLLABORATIVE,THE WEALTH COLLABORATIVE,
142682,KERNTKE OTTO MCGLONE WEALTH MANAGEMENT GROUP,Independent Investment Advisory Firm | KOM Wealth Management WI,
142728,TOTAL CLARITY WEALTH MANAGEMENT,Financial Planning Services | Total Clarity Wealth Mgmt,
142772,KEATING FINANCIAL ADVISORY SERVICES,Are you a Financial Advisor looking for support?,
142820,GREENWICH WEALTH MANAGEMENT,Greenwich Wealth Management – Enhancing wealth preservation and fostering enduring legacies,
142878,CIRCLE WEALTH MANAGEMENT,Circle WM,
142944,BARNES PETTEY FINANCIAL ADVISORS,,Y
142982,BC ADVISORS,Bruton Chisnell Advisors,
143138,DOUGHERTY WEALTH ADVISERS,Dougherty,
143208,BIP WEALTH,BIP Wealth,
143248,SOLUTIONS 4 WEALTH,Solutions4Wealth,
143254,GUARDIAN WEALTH ADVISORS,"Guardian Wealth Management, LLC",
143329,SCHWALLIER WEALTH MANAGEMENT,Schwallier Wealth Management,
143425,STEWART WEALTH MANAGEMENT,Stewart Wealth Management,
143440,BELPOINTE ASSET MANAGEMENT,"Belpointe Asset Management: Boutique Service, Global Reach",
143483,MIRACLE MILE ADVISORS,Forbes 2024 Top Women Wealth Advisors award logo,
143490,CALAMOS WEALTH MANAGEMENT,,Y
143562,SAGE FINANCIAL MANAGEMENT GROUP,,
143588,VERIS WEALTH PARTNERS,Veris Wealth Partners,
143593,ATRIA INVESTMENTS,Navigation,
143617,BFSG,Investing by Design,
143721,"PARAGON ADVISORS, L.L.C.",Paragon Advisors,
143771,CYPRESS POINT WEALTH MANAGEMENT,Home | Cypress Point,
143812,CAUBLE & HARRE WEALTH MANAGEMENT,Cauble Harre & Freeman Wealth Management,
143857,VERSUS CAPITAL ADVISORS,Harrison Street Private Wealth,
144059,SUMMIT ROCK ADVISORS,summitrockadvisors.com,
144172,WATERFORD CAPITAL INVESTMENT ADVISORY SERVICES,Waterford Capital |,
144191,BAYSHORE ASSET MANAGEMENT,Bayshore,
144316,PURE FINANCIAL ADVISORS,Pure Financial Advisors,
144364,J.P. MARVEL INVESTMENT ADVISORS,J.P. Marvel,
144474,OFFIT CAPITAL ADVISORS,Offit Capital,
144481,ARGOS WEALTH ADVISORS,Argos Wealth,
144673,APOLLO WEALTH MANAGEMENT,,
144733,INDEPENDENT SOLUTIONS WEALTH MANAGEMENT,,
144789,PACIFIC WEALTH STRATEGIES GROUP,PacificWealthStrategies .com,
144884,HENLEY & COMPANY WEALTH MANAGEMENT,HenleyCo Wall and Ceiling Systems,
144902,PROVIDENCE WEALTH MANAGEMENT,,
144919,WEA FINANCIAL ADVISORS,WEA Member Benefits - Financial programs for public school staff,
144948,WEALTHMARK,"WealthMark Advisory Group, LLC",
144978,SEMMAX FINANCIAL ADVISORS,Semmax Financial Group,
144994,MKD WEALTH COACHES,MKD Wealth Logo,
145049,GBM WEALTH MANAGEMENT,GBM Wealth,
145051,JFS WEALTH ADVISORS,JFS Wealth Advisors,
145074,THE HELMSTAR GROUP,Helmstar,
145323,HIGHTOWER ADVISORS,Hightower Corporate,
145402,MELIA WEALTH,meliagroup.com,
145488,ARETE WEALTH ADVISORS,Arete Wealth Logo,
145492,LIFETIME WEALTH MANAGEMENT,,Y
145521,HOLLOW BROOK WEALTH MANAGEMENT,Hollow Brook Wealth Management,
145552,HARVEST FINANCIAL ADVISORS,What you can expect from Harvest Advisors,
145594,SENDERO WEALTH MANAGEMENT,Sendero Wealth Management,
145711,FREESTONE CAPITAL MANAGEMENT,Freestone Capital,
145799,FORTUNE FINANCIAL ADVISORS,Fortune Financial Advisors,
146126,WOMACK WEALTH MANAGEMENT,Womack Wealth Advisors -,
146153,ALTERNA WEALTH MANAGEMENT,Alterna Wealth Management,
146349,PETERSON WEALTH ADVISORS,Peterson Wealth Advisors,
146451,ASCENSION WEALTH PARTNERS,"Ascension Wealth Partners, LLC",
146602,CORNERSTONE WEALTH PARTNERS,Cornerstone Wealth Planning,
146612,NOBLEBRIDGE WEALTH MANAGEMENT,Home - Noble Bridge Wealth,
146655,KINGSMARK PRIVATE FINANCIAL ADVISORS,KingsMark Private Financial Advisors,
146680,THE FINANCIAL ADVISORS,The Financial Advisors,
146720,ASPIRIANT,Aspiriant logo,
146796,AGH WEALTH ADVISORS,AGH Wealth Management,
146911,VALIANT WEALTH,Valiant Wealth,
146923,GUARDIAN WEALTH MANAGEMENT,YOUR WEALTH. GUARDED.,
146946,BLUESTONE FINANCIAL ADVISORS,Bluestone Financial,
147075,SPRAKER WEST WEALTH MANAGEMENT,spraker-wealth,
147082,GREAT POINT WEALTH ADVISORS,"Great Point Wealth Advisors, LLC",
147189,TIEDEMANN ADVISORS,Altrinsic Global Advisors | Absolute Value Investing,
147200,"ALDRICH WEALTH, LIMITED PARTNERSHIP",Aldrich Wealth,
147253,QUADRANT CAPITAL,,Y
147290,INSIGHT STRATEGIC WEALTH,Financial Planning Services | Insight Strategic Wealth TN,
147297,VISTICA WEALTH ADVISORS,,
147351,ARQ WEALTH ADVISORS,ARQ Wealth Advisors,
147363,MERCER GLOBAL ADVISORS,Mercer Advisors,
147420,LANTERN WEALTH ADVISORS,Financial Services - Herold & Lantern Investments,
147482,LIFETIME WEALTH MANAGEMENT,,Y
147592,GM ADVISORY GROUP,Our Firm at a Glance *,
147608,GAME PLAN FINANCIAL ADVISORS,,
147642,JACKSON WEALTH MANAGEMENT,"JACKSON WEALTH STRATEGIES, LTD Logo",
147676,TEEPLE SYNDER NEWSOM (TSN) WEALTH & TAX MANAGEMENT,,Y
147725,JACOBS EQUITY,Plan your future.,
147869,FAMILYWEALTH ASSET MANAGEMENT,FamilyWealth,
147890,SAGENT WEALTH MANAGEMENT,,Y
148052,PARKSHORE WEALTH MANAGEMENT,Parkshore Wealth Management,
148099,HAVEN WEALTH GROUP,Wealth Management & Financial Planning,
148221,RWWM,Roseman Wagner Wealth Management,
148222,GEOWEALTH MANAGEMENT,GeoWealth,
148315,HARLOW WEALTH MANAGEMENT,Harlow Wealth Management,
148338,HORIZON WEALTH ADVISORS,Horizon Wealth Advisors,
148399,EVERCORE WEALTH AND TRUST CO.,,Y
148406,HFG WEALTH MANAGEMENT,HFG Wealth Management,
148459,HERITAGE WEALTH MANAGEMENT GROUP,,Y
148484,MESTMAKER & PETRY WEALTH ADVISORS,,Y
148518,CAMDEN WEALTH ADVISORS,Camden Wealth Advisors,
148565,MERITAS WEALTH MANAGEMENT,Meritas Wealth Management,
148586,STRATEGIC WEALTH PARTNERS,Strategic Wealth Partners,
148659,OLD NORTH STATE WEALTH MANAGEMENT,Old North State Wealth Management – Trusted Wealth Management,
148662,PARADIGM WEALTH MANAGEMENT,ParadigmWealth .com,
148674,AVIOR WEALTH MANAGEMENT,Avior Wealth Management,
148781,CAPWEALTH ADVISORS,CapWealth,
148816,RESTON WEALTH MANAGEMENT,Reston Wealth Management,
148832,OAK WEALTH ADVISORS,"Wealth Management | Oak Wealth Advisors, LLC",
148897,FINANCIAL ARCITECTS,financialarchitects.net,
149007,PRAIRIEWOOD CAPITAL,Prairiewood Wealth Management,
149018,RAYMOND JAMES,,Y
149108,TELOS CAPITAL MANAGEMENT,Telos Capital Management,
149124,CAPITAL INVESTMENT ADVISORY SERVICES,,
149134,BLUM FINANCIAL,"First, A Plan",
149136,AND WEALTH PARTNERS,&Wealth Partners LLC,
149230,EVERMAY WEALTH MANAGEMENT,"Evermay Wealth Management - Arlington, VA Fiduciary Financial Planner",
149476,WEALTHVIEW CAPITAL,Wealthview Capital,
149576,RINKEY INVESTMENTS,Illumination Wealth Management,
149683,AF ADVISORS,American Financial Advisors,
149694,LEAFHOUSE FINANCIAL ADVISORS,LeafHouse,
149709,FINGERLAKES WEALTH MANAGEMENT,Fingerlakes Wealth Management,
149713,ELEVATE WEALTH ADVISORY,We are Elevate Wealth Advisory,
149830,MCGLONE SUTTNER WEALTH MANAGEMENT,Investment Planning Services | Main Street Wealth Management,
149842,ALPHA OMEGA WEALTH MANAGEMENT,Home | Alpha Omega Wealth,
149889,PRIVATE WEALTH MANAGEMENT OF NORTH CAROLINA,Financial Planning Services | Private Wealth Mgmt of NC,
149991,ESSEX PRIVATE WEALTH MANAGEMENT,,
150008,BLUECHIP WEALTH ADVISORS,bluechipwealthadvisors.com,
150040,LAIDLAW WEALTH MANAGEMENT,,Y
150094,DECKER WEALTH MANAGEMENT,Decker Wealth Management,
150103,INTEGRITY WEALTH MANAGEMENT,Experienced Financial Advisors,
150150,JOHNSON LYMAN,Johnson Lyman Wealth Advisors,
150231,ALPHA WEALTH FUNDS,Alpha Wealth Funds,
150266,PROFESSIONAL WEALTH MANAGEMENT SERVICES,Professional Wealth Management Services,
150374,PAULSON WEALTH MANAGEMENT,Paulson Wealth Management,
150460,THREE BRIDGE WEALTH ADVISORS,Three Bridge Wealth Advisors,
150555,MOLLY B INVESTMENT GROUP,Baer Wealth Management,
150743,"GLOBAL WEALTH MANAGEMENT, L.C.",Global Wealth Management,
150810,ARTEMIS WEALTH ADVISORS,ARC A DE A DISP A TCH,
150824,JOHN F SUBY WEALTH MANAGEMENT,John F. Suby Wealth Management,
150843,HHM WEALTH ADVISORS,HHM Wealth Advisors logo,
151070,M.C. BYRD WEALTH MANAGEMENT,M.C. Byrd Wealth Management,
151085,HARBOR INVESTMENT ADVISORY,Harbor Investment Advisory,
151088,KILEY JUERGENS WEALTH MANAGEMENT,,
151225,FFT WEALTH MANAGEMENT,Private Wealth Management and Financial Planning | Fiduciary Trust,
151367,DYNAMIC ADVISOR SOLUTIONS,Dynamic Advisor Solutions,
151406,CHERRY TREE WEALTH MANAGEMENT,Cherry Tree | Investment Banking,
151425,VERGEPOINTE WEALTH MANAGEMENT,Home — VergePointe,
151437,INSIGHT WEALTH STRATEGIES,Insight Wealth Strategies,
151478,GLASSMAN WEALTH SERVICES,Home - Glassman Wealth,
151490,QUADCAP WEALTH MANAGEMENT,Home - QuadCap,
151501,STRATEGIC INVESTMENT ADVISORS,,
151523,MERIDIAN WEALTH MANAGEMENT,MeridianSp.com is for sale | HugeDomains,
151559,CERITY PARTNERS,Cerity Partners,
151664,BAYSTATE WEALTH MANAGEMENT,Mariner Managed Account Solutions,
151675,CAHABA WEALTH MANAGEMENT,Cahaba Wealth Management,
151736,PATHSTONE FAMILY OFFICE,Pathstone,
151794,PORTICO WEALTH ADVISORS,Portico,
152002,KDM WEALTH MANAGEMENT,KDM Wealth Management,
152083,FINANCIAL ADVISORS NETWORK,Financial Advisors Network,
152091,HAYDEN HARPER WEALTH ADVISORY,Hayden Harper Advisory,
152104,ALTI WEALTH MANAGEMENT (US INTERNATIONAL),Make wealth worth more.,
152136,"NEW DIMENSIONS WEALTH MANAGEMENT, L.L.C.",New Dimensions Wealth Management,
152161,SAFRAN WEALTH ADVISORS,safranwealth.com,
152242,CLEAR HARBOR ASSET MANAGEMENT,Clear Harbor Asset Management,
152253,LWEALTH,,
152266,RMR WEALTH MANAGEMENT,"RMR Wealth Builders, Inc. Home",
152301,NVWM,Time-Tested Investment Disciplines,
152316,O'CONNOR WEALTH MANAGEMENT,O'Connor Wealth Management,
152374,VANTAGE WEALTH MANAGEMENT,Vantage Wealth,
152395,CORDANT,Cordant Wealth Partners,
152397,A4 WEALTH ADVISORS,A4 Wealth Advisors,
152511,BALENTINE,Why Balentine?,
152569,COASTAL BRIDGE ADVISORS,Financial Advisor CT | Wealth Management Advisor CT,
152590,AVONDALE WEALTH MANAGEMENT,Avondale Wealth Management,
152622,EMPIRICAL FINANCIAL SERVICES,,
152640,PROFICIENT WEALTH COUNSELORS,"Proficient Wealth Counselors, LLC",
152667,SNS FINANCIAL GROUP,,
152678,PRINCIPIA WEALTH ADVISORY,Principia Wealth Advisory,
152714,WESTERN PACIFIC WEALTH MANAGEMENT,Western Pacific | Wealth Managment,
152715,COGENT STRATEGIC WEALTH,Cogent Strategic Wealth,
152748,ACUMEN FINANCIAL ADVISORS,,
152802,BALLENTINE PARTNERS,Ballentine Partners,
152816,NORTHWEST WEALTH MANAGEMENT,,
152983,DOWNING STREET WEALTH MANAGEMENT,Downing Street Wealth Mgt LLC,
152985,1650 WEALTH MANAGEMENT,,
153061,BAUMAN ADVISORY GROUP,Bauman Wealth,
153117,BARON WEALTH MANAGEMENT,,
153184,STRATOS WEALTH PARTNERS,Financial Advisors | Stratos Wealth Partners | United States,
153235,RED DOOR WEALTH MANAGEMENT,Red Door Wealth Management,
153316,CALAMITA WEALTH MANAGEMENT,Calamita Wealth Management,
153453,LOGIC WEALTH MANAGEMENT,LogicWealth,
153591,ALLSQUARE WEALTH MANAGEMENT,AllSquare Wealth Management,
153635,INSIGHT WEALTH PARTNERS,Insight Wealth Partners,
153649,GERBER KAWASAKI,Gerber Kawasaki,
153902,ASHTON THOMAS PRIVATE WEALTH,Wealth Advice from Ashton Thomas Private Wealth,
153993,OCTOBER WEALTH ADVISORS,Wealth Management Services,
154092,QUEST 10 WEALTH BUILDERS,"Quest 10 Wealth Builders, Inc.",
154106,THE WEALTH GROUP,The Wealth Group,
154125,PATHWAYS WEALTH MANAGEMENT,,
154127,MCGOWAN GROUP ASSET MANAGEMENT,"The McGowan Group Asset Management, Dallas",
154238,"CARLTON, HOFFERKAMP AND JENKS WEALTH MANAGEMENT",Financial and Investment Services | CHJ Wealth Management,
154242,CHACON DIAZ & DI VIRGILIO WEALTH MANAGEMENT,Chacon Diaz & Di Virgilio,
154295,MOUNTAIN VIEW STRATEGIC WEALTH,Retire Smart: Mountain View Strategic Wealth,
154310,CONNECTICUT WEALTH MANAGEMENT,"Connecticut Wealth Management, LLC",
154382,FSC WEALTH ADVISORS,"PCA (FSC Wealth Advisors) | Hudson Valley, NY",
154405,KIKER WEALTH MANAGEMENT,Kiker Wealth Management,
154569,THE GENWEALTH GROUP,,
154722,MCCARTNEY WEALTH MANAGEMENT,McCartney Wealth Management,
154828,FOCUSED WEALTH MANAGEMENT,Focused Wealth Management,
154861,TRELLIS WEALTH ADVISORS,Trellis Wealth Advisors - Home,
154899,VICTUS CAPTIAL WEALTH,Victus Capital Wealth,
154939,BEACON WEALTH CONSULTANTS,Beacon Wealth,
154955,HERITAGE FINANCIAL ADVISORS,"Heritage Financial Advisors, LLC",
154962,LIVE OAK WEALTH ADVISORY GROUP,Live Oak Wealth Advisory Group | A New Approach to Wealth Management,
155003,MARCUARD FAMILY OFFICE,"Marcuard Family Office ist ein Multi Family Office in Zürich, Schweiz",
155103,CLARITY WEALTH DEVELOPMENT,,Y
155157,MARKET STREET WEALTH MANAGEMENT,,
155221,FONVILLE WEALTH MANAGEMENT,Covenant Wealth Advisors,
155254,INTEGRATED WEALTH STRATEGIES,Integrated Wealth Strategies,
155263,CAPITAL WEALTH ADVISORS,Capital Wealth Advisors,
155353,KAIZEN FINANCIAL ADVISORS,KaizenAdvisors.com is for sale | HugeDomains,
155392,JEFFREY MATTHEWS WEALTH MANAGEMENT,Jeffrey Matthews Financial Group,
155477,SAGE STONE WEALTH MANAGEMENT,Sage Stone Wealth Management,
155526,BASELINE WEALTH MANAGEMENT,Baseline Wealth Management,
155548,BROWN MCLEOD,Brown Financial Advisory,
155623,BOX FINANCIAL ADVISORS,Box Financial Advisors,
155624,DOWLING FINANCIAL SERVICES,The Dowling Group,
155649,MODERA WEALTH MANAGEMENT,Modera Wealth Management,
155921,LEWINTER WEALTH ADVISORS,,Y
156073,RD LEWIS HOLDINGS,RdLewis.com,
156150,ACTIVEST WEALTH MANAGEMENT,Activest Wealth Management,
156315,MILLINGTON FINANCIAL ADVISORS,,
156338,GOLD COAST WEALTH MANAGEMENT,Gold Coast Wealth Management,
156455,VITAL WEALTH MANAGEMENT,,
156482,COMPASS WEALTH MANAGEMENT,,
156588,GOLDEN K WEALTH MANAGEMENT,Golden K Plans & Wealth Management,
156594,WCM GLOBAL WEALTH,Wealth Conscious Management,
156667,SILVER CREEK ADVISORY PARTNERS,,
156950,RIVERCHASE WEALTH MANAGEMENT,Riverchase Wealth Management Logo,
157436,CORE WEALTH ADVISORS,Core Fiduciary Advisors,
157508,TRUST ADVISORS,A resource for intelligent investors. Like you.,
157663,VIGILARE WEALTH MANAGEMENT,Vigilare Wealth Management – Protecting Capital. Building Wealth.,
157714,ALEXANDER CAPITAL WEALTH MANAGEMENT,Alexander Capital Wealth Management,
157794,TANDEM WEALTH ADVISORS,Tandem Wealth Advisors,
157819,MACLENDON WEALTH MANAGEMENT,Maclendon Wealth Management,
157913,CLARITY WEALTH ADVISORS,Clarity Wealth Advisors,
157950,EMBARK WEALTH MANAGEMENT,Embark Wealth Management,
157959,CAPITAL WEALTH MANAGEMENT,,
157968,AMPHORA WEALTH MANAGEMENT,Home - Amphora Wealth Management,
158007,BRAEBURN WEALTH MANAGEMENT,Braeburn Wealth Management,
158022,ROTHSCHILD AND CO WEALTH MANAGEMENT UK LIMITED,Wealth Management,
158173,FIDATO WEALTH,Fidato Wealth,
158242,REBALANCE,Rebalance,
158332,PINNACLE WEALTH MANAGEMENT ADVISORY GROUP,,
158369,GENTRUST,GenTrust,
158401,RFG ADVISORY,RFG Advisory,
158413,WESPAC ADVISORS SOCAL,Our Services,
158455,NORTHWEST QUADRANT,Northwest Quadrant Wealth,
158463,MUSSETT WEALTH MANAGEMENT,Mussett Wealth Logo,
158528,RPG FAMILY WEALTH ADVISORY,RPg Family Wealth Advisory,
158544,NAPLES GLOBAL ADVISORS,"Naples Global Advisors, LLC",
158675,LEGACY FINANCIAL ADVISORS,Legacy Financial,
158722,SEVEN BRIDGES ADVISORS,,
158744,ALIGHT FINANCIAL ADVISORS,Alight Financial Advisors,
158857,WESTMOUNT PARTNERS,Westmount Partners,
159035,SCHWAB WEALTH ADVISORY,Charles Schwab,
