CRD,Firm Name,Website,Email,Email Type,Score,Source
155254,"INTEGRATED WEALTH STRATEGIES, LLC","https://integratedwealthstrategies.com/","Ask@integratedwealthstrategies.com",individual,250,/
284656,"INTEGRATED WEALTH CONCEPTS","https://integrated-partners.com/","business.development@integrated-partners.com",individual,250,/contact
326816,"ARCHWAY WEALTH MGMT","https://www.archwaywealthstl.com/","Samuel.Everett@ArchwayWealthSTL.com",individual,250,/contact
125882,"STRATEGIC ADVISORS LLC","https://www.swmgrp.com/","info@swmgrp.com",generic,300,/contact
125882,"STRATEGIC ADVISORS LLC","https://www.swmgrp.com/","contact@SWMGrp.com",generic,300,/contact
128216,"OXFORD FINANCIAL GROUP","https://ofgltd.com/","info@ofgltd.com",generic,300,/
134834,"WELLSPRING WEALTH MANAGEMENT LLC","https://wellspringwealth.com/","info@wellspringwealth.com",generic,350,/
289538,"BASEPOINT WEALTH, LLC","https://basepointwealth.com/","info@basepointwealth.com",generic,350,/
289538,"BASEPOINT WEALTH, LLC","https://basepointwealth.com/","john.smith@basepointwealth.com",individual,250,/contact
151225,"FFT WEALTH MANAGEMENT LLC","https://fiduciary-trust.com/","queler@fiduciary-trust.com",individual,200,/contact
324954,"LAS MARIAS CONSULTING","https://genprivatewealth.com/","info@genprivatewealth.com",generic,350,/
143617,"BFSG, LLC","https://bfsg.com/","contactus@bfsg.com",individual,300,/
307546,"BETO FINANCIAL GROUP","https://brwealthmgmt.com/","team@brwealthmgmt.com",generic,350,/
307546,"BETO FINANCIAL GROUP","https://brwealthmgmt.com/","brian@brwealthmgmt.com",individual,250,/about
307546,"BETO FINANCIAL GROUP","https://brwealthmgmt.com/","brad@brwealthmgmt.com",individual,250,/about
307546,"BETO FINANCIAL GROUP","https://brwealthmgmt.com/","hailey@brwealthmgmt.com",individual,250,/about
307546,"BETO FINANCIAL GROUP","https://brwealthmgmt.com/","ted@brwealthmgmt.com",individual,250,/about
307546,"BETO FINANCIAL GROUP","https://brwealthmgmt.com/","breanna@brwealthmgmt.com",individual,250,/about
106577,"CFS INVESTMENT ADVISORY","https://www.cfsias.com/","info@cfsias.com",generic,300,/
106577,"CFS INVESTMENT ADVISORY","https://www.cfsias.com/","greg@cfsias.com",individual,200,/
106577,"CFS INVESTMENT ADVISORY","https://www.cfsias.com/","harris@cfsias.com",individual,200,/
106577,"CFS INVESTMENT ADVISORY","https://www.cfsias.com/","ed@cfsias.com",individual,200,/
106577,"CFS INVESTMENT ADVISORY","https://www.cfsias.com/","john@cfsias.com",individual,200,/
106577,"CFS INVESTMENT ADVISORY","https://www.cfsias.com/","alexandra@cfsias.com",individual,200,/
106577,"CFS INVESTMENT ADVISORY","https://www.cfsias.com/","phil@cfsias.com",individual,200,/
106577,"CFS INVESTMENT ADVISORY","https://www.cfsias.com/","anthony@cfsias.com",individual,200,/
106577,"CFS INVESTMENT ADVISORY","https://www.cfsias.com/","bob@cfsias.com",individual,200,/
106577,"CFS INVESTMENT ADVISORY","https://www.cfsias.com/","alex@cfsias.com",individual,200,/
308547,"SONOMA PRIVATE WEALTH LLC","https://sonomaprivatewealth.com/","info@sonomaprivatewealth.com",generic,350,/
152002,"KDM WEALTH MANAGEMENT INC.","https://kdmwealth.com/","info@kdmwealth.com",generic,350,/
144474,"OFFIT CAPITAL ADVISORS LLC","https://offitcapital.com/","inquiries@offitcapital.com",individual,250,/
169613,"FOURSTAR WEALTH ADVISORS, LLC","https://fourstarwealth.com/","bkasal@fourstarwealth.com",individual,250,/about
169613,"FOURSTAR WEALTH ADVISORS, LLC","https://fourstarwealth.com/","creardon@fourstarwealth.com",individual,250,/about
169613,"FOURSTAR WEALTH ADVISORS, LLC","https://fourstarwealth.com/","lswanson@fourstarwealth.com",individual,250,/about
169613,"FOURSTAR WEALTH ADVISORS, LLC","https://fourstarwealth.com/","kwonneberg@fourstarwealth.com",individual,250,/about
169613,"FOURSTAR WEALTH ADVISORS, LLC","https://fourstarwealth.com/","bprincipe@fourstarwealth.com",individual,250,/about
169613,"FOURSTAR WEALTH ADVISORS, LLC","https://fourstarwealth.com/","jwalsh@fourstarwealth.com",individual,250,/about
169613,"FOURSTAR WEALTH ADVISORS, LLC","https://fourstarwealth.com/","troman@fourstarwealth.com",individual,250,/about
169613,"FOURSTAR WEALTH ADVISORS, LLC","https://fourstarwealth.com/","clawrence@fourstarwealth.com",individual,250,/about
169613,"FOURSTAR WEALTH ADVISORS, LLC","https://fourstarwealth.com/","ekasal@fourstarwealth.com",individual,250,/about
169613,"FOURSTAR WEALTH ADVISORS, LLC","https://fourstarwealth.com/","rswiatek@fourstarwealth.com",individual,250,/about
286005,"GLOBAL WEALTH MANAGEMENT INVESTMENT ADVISORY, INC.","https://www.askglobalwealth.com/","info@askglobalwealth.com",generic,350,/
310648,"JOURNEY STRATEGIC","https://journeysw.com/","hello@journeysw.com",generic,300,/contact
329018,"GREYKASELL WEALTH","https://greykasell.com/","info@greykasell.com",generic,300,/
152590,"AVONDALE WEALTH MANAGEMENT LLC","https://www.avondalewealth.com/","info@avondalewealth.com",generic,350,/
107517,"SYM FINANCIAL CORP","https://sym.com/","eturley@sym.com",individual,200,/connect
107517,"SYM FINANCIAL CORP","https://sym.com/","sdelahanty@sym.com",individual,200,/connect
110407,"WASHINGTON TRUST ADVISORS, INC.","https://www.washtrust.com/wealth-management","info@washtrust.com",generic,300,/
110407,"WASHINGTON TRUST ADVISORS, INC.","https://www.washtrust.com/wealth-management","strayburn@washtrust.com",individual,200,/
285973,"STRATA WEALTH ADVISORS","https://stratawealth.com/","info@stratawealth.com",generic,350,/
285973,"STRATA WEALTH ADVISORS","https://stratawealth.com/","420-7030info@stratawealth.com",generic,350,/contact
313192,"DILLOW WEALTH MANAGEMENT LLC","https://dillowwealth.com/","tdillow@dillowwealth.com",individual,250,/
173346,"REDE WEALTH, LLC","https://redewealth.com/","invest@redewealth.com",generic,350,/
173346,"REDE WEALTH, LLC","https://redewealth.com/","RedeWealth1@redewealth.com",generic,350,/
115752,"STEVENS, FOSTER FINANCIAL SERVICES, INC.","https://stevensfoster.com/","stevensfoster@stevensfoster.com",individual,200,/
289163,"WEALTH MGMT OF THE BLUEGRASS","https://bluegrassestatesolutions.com/","daniel@bluegrassestatesolutions.com",individual,200,/
333146,"HARVESTWISE WEALTH LLC","https://harvestwisewealth.com/","Hello@harvestwisewealth.com",generic,350,/
319226,"PHILLIPS WEALTH PLANNERS LLC","https://phillipswealthplanners.com/","office@phillipswealthplanners.com",individual,250,/
127391,"PEAK WEALTH SOLUTIONS","https://peakwealthsolutions.com/","info@peakwealthsolutions.com",generic,350,/
1329,"SMITH, BROWN & GROOVER, INC.","https://smithbrownandgroover.com/","info@smithbrownandgroover.com",generic,300,/
107196,"PETRA FINANCIAL ADVISORS INC","https://petrafinancial.com/","petra@petrafinancial.com",individual,250,/
317264,"ARK WEALTH MANAGEMENT, LLC","https://arkwealth.com/","cssg@arkwealth.sg",individual,100,/
171984,"MFA WEALTH ADVISORS","https://mfa-wealth.com/","info@mfa-wealth.com",generic,350,/
144316,"PURE FINANCIAL ADV.","https://purefinancial.com/","info@purefinancial.com",generic,350,/contact
144316,"PURE FINANCIAL ADV.","https://purefinancial.com/","press@purefinancial.com",individual,250,/contact
110031,"GRIES FINANCIAL LLC","https://www.gfpwealth.com/","info@gfpwealth.com",generic,350,/contact
131234,"PRINCE FINANCIAL ADV.","https://www.lprince.com/","lauren@lprince.com",individual,200,/
109890,"CAHILL FINANCIAL ADVISORS, INC.","https://cahillfa.com/","info@cahillfa.com",generic,300,/
168215,"VERMILLION & WHITE","https://vwwgroup.com/","Rvermillion@vwwgroup.com",individual,250,/
168215,"VERMILLION & WHITE","https://vwwgroup.com/","Bwhite@vwwgroup.com",individual,250,/
317730,"NUCLO WEALTH LLC","https://nuclowealth.com/","info@nuclowealth.com",generic,350,/
143138,"DOUGHERTY WEALTH ADV.","https://www.doughertywealth.com/","info@doughertywealth.com",generic,350,/contact
147082,"GREAT POINT WEALTH","https://greatpointwealth.com/","info@greatpointwealth.com",generic,350,/
112142,"STRATEGIC EQUITY MANAGEMENT, INC.","https://semwealth.com/","seminc@semwealth.com",individual,250,/contact
312164,"SCHRUM PRIVATE WM","https://www.schrumpw.com/","owen@schrumpw.com",individual,200,/
312164,"SCHRUM PRIVATE WM","https://www.schrumpw.com/","eric@schrumpw.com",individual,200,/
312164,"SCHRUM PRIVATE WM","https://www.schrumpw.com/","mary@schrumpw.com",individual,200,/
1489,"RELEVANT WEALTH ADVISORS, LLC","https://relevantwealth.com/","bruce@relevantwealth.com",individual,250,/contact
1489,"RELEVANT WEALTH ADVISORS, LLC","https://relevantwealth.com/","justin@relevantwealth.com",individual,250,/contact
1489,"RELEVANT WEALTH ADVISORS, LLC","https://relevantwealth.com/","sergio@relevantwealth.com",individual,250,/contact
125117,"INTERACTIVE FIN. ADV.","https://interactiveadvisors.com/","clientservices@interactiveadvisors.com",individual,350,/contact
125117,"INTERACTIVE FIN. ADV.","https://interactiveadvisors.com/","managerrelations@interactiveadvisors.com",individual,250,/contact
125117,"INTERACTIVE FIN. ADV.","https://interactiveadvisors.com/","press@interactiveadvisors.com",individual,250,/contact
148406,"HFG WEALTH MANAGEMENT, LLC","https://hfgwm.com/","info@hfgwm.com",generic,300,/contact
111846,"CONSULTIVA WEALTH MANAGEMENT, CORP.","https://consultiva.com/","info@consultiva.com",generic,300,/contact
116958,"COMPREHENSIVE WEALTH","https://www.cwmnw.com/","info@cwmnw.com",generic,300,/contact
169956,"ATLANTIS WEALTH ADVISORS LLC","https://atlantiswealthadvisors.com/","recruiting@atlantiswealthadvisors.com",individual,200,/
327434,"FOGUTH WEALTH MGMT","https://foguthfinancial.com/","info@foguthfinancial.com",generic,350,/
327434,"FOGUTH WEALTH MGMT","https://foguthfinancial.com/","Teamlindie@foguthfinancial.com",individual,350,/about-us
327434,"FOGUTH WEALTH MGMT","https://foguthfinancial.com/","alexander@foguthfinancial.com",individual,250,/about-us
327434,"FOGUTH WEALTH MGMT","https://foguthfinancial.com/","bradley@foguthfinancial.com",individual,250,/about-us
327434,"FOGUTH WEALTH MGMT","https://foguthfinancial.com/","nick@foguthfinancial.com",individual,250,/about-us
327434,"FOGUTH WEALTH MGMT","https://foguthfinancial.com/","kevin@foguthfinancial.com",individual,250,/about-us
327434,"FOGUTH WEALTH MGMT","https://foguthfinancial.com/","joe@foguthfinancial.com",individual,250,/about-us
327434,"FOGUTH WEALTH MGMT","https://foguthfinancial.com/","charles@foguthfinancial.com",individual,250,/about-us
327434,"FOGUTH WEALTH MGMT","https://foguthfinancial.com/","katie@foguthfinancial.com",individual,250,/about-us
327434,"FOGUTH WEALTH MGMT","https://foguthfinancial.com/","adam@foguthfinancial.com",individual,250,/about-us
283899,"TEPP RIA LLC","https://www.teppwealth.com","dtepp@teppwealth.com",individual,250,/
146655,"KINGSMARK PRIVATE","https://kmpfa.com/","info@kmpfa.com",generic,300,/
164345,"MARSHALL & STERLING","https://marshallsterling.com/wealth-management","info@marshallsterling.com",generic,300,/
307857,"MAYFLOWER FINANCIAL","https://www.mayfloweradvisors.com/","info@mayfloweradvisors.com",generic,350,/contact
307857,"MAYFLOWER FINANCIAL","https://www.mayfloweradvisors.com/","vinson.brod@mayfloweradvisors.com",individual,250,/contact
142618,"THE WEALTH COLLABORATIVE","https://www.thewealthcollaborative.com","info@thewealthcollaborative.com",generic,350,/contact
292600,"KEUDELL MORRISON WEALTH MANAGEMENT, LLC","https://kmwealthmanagement.com/","info@kmwealthmanagement.com",generic,350,/
317672,"CASSADAY & CO WEALTH MANAGEMENT LLC","https://cassaday.com/","INFO@CASSADAY.COM",generic,300,/
317672,"CASSADAY & CO WEALTH MANAGEMENT LLC","https://cassaday.com/","tigani@cassaday.com",individual,200,/contact
289759,"OPAL WEALTH ADVISORS, LLC","https://opalwealthadvisors.com/","info@opalwealthadvisors.com",generic,350,/contact-us
155526,"BASELINE WEALTH MANAGEMENT LTD.","https://baselinewealth.com/","info@baselinewealth.com",generic,350,/
175219,"ATLAS WEALTH PARTNERS LLC","https://www.atlaswealthpartners.com/","info@atlaswealthpartners.com",generic,350,/
328043,"BARE FINANCIAL SERVICES","https://barewealthadvisors.com/","info@barewealthadvisors.com",generic,350,/contact
300472,"CAPITAL DESIGN","https://capitaldesignpw.com/","info@capitaldesignpw.com",generic,350,/
106131,"DONALDSON CAPITAL MANAGEMENT LLC","https://dcmadvisors.com/","inquiries@dcmadvisors.com",individual,250,/
170807,"ENCOMPASS WEALTH ADVISORS, LLC","https://encompasswa.com/","EncompassWealth@encompasswa.com",individual,300,/
174765,"GRANITE BAY WEALTH","https://granitebaywm.com/","aroberts@granitebaywm.com",individual,200,/
174765,"GRANITE BAY WEALTH","https://granitebaywm.com/","jskees@granitebaywm.com",individual,200,/about
174765,"GRANITE BAY WEALTH","https://granitebaywm.com/","pstanley@granitebaywm.com",individual,200,/about
174765,"GRANITE BAY WEALTH","https://granitebaywm.com/","BMonteverde@granitebaywm.com",individual,200,/about
174765,"GRANITE BAY WEALTH","https://granitebaywm.com/","jbartlett@granitebaywm.com",individual,200,/about
174765,"GRANITE BAY WEALTH","https://granitebaywm.com/","tstanley@granitebaywm.com",individual,200,/about
174765,"GRANITE BAY WEALTH","https://granitebaywm.com/","sbrown@granitebaywm.com",individual,200,/about
174765,"GRANITE BAY WEALTH","https://granitebaywm.com/","pwaitkun@granitebaywm.com",individual,200,/about
174765,"GRANITE BAY WEALTH","https://granitebaywm.com/","ldawson@granitebaywm.com",individual,200,/about
164790,"HIGHMARK WEALTH MANAGEMENT LLC","https://highmarkwealth.com/","info@highmarkwealth.com",generic,350,/contact
289423,"MAGNUS FINANCIAL GROUP LLC","https://magnusfinancial.com/","service@magnusfinancial.com",individual,250,/contact
159251,"MILLS WEALTH ADVISORS","https://millswealthadvisors.com/","info@millswealthadvisors.com",generic,350,/
309684,"OXLER PRIVATE WEALTH LLC","https://oxlerpw.com/","info@oxlerpw.com",generic,300,/
312817,"PARAGON PRIVATE WEALTH","https://paragonmgmt.com/","info@paragonmgmt.com",generic,300,/contact
312817,"PARAGON PRIVATE WEALTH","https://paragonmgmt.com/","jsherman@paragonmgmt.com",individual,200,/about
312817,"PARAGON PRIVATE WEALTH","https://paragonmgmt.com/","ksalsman@paragonmgmt.com",individual,200,/about
312817,"PARAGON PRIVATE WEALTH","https://paragonmgmt.com/","klockwood@paragonmgmt.com",individual,200,/about
312817,"PARAGON PRIVATE WEALTH","https://paragonmgmt.com/","llewis@paragonmgmt.com",individual,200,/about
312817,"PARAGON PRIVATE WEALTH","https://paragonmgmt.com/","erichards@paragonmgmt.com",individual,200,/about
312817,"PARAGON PRIVATE WEALTH","https://paragonmgmt.com/","djones@paragonmgmt.com",individual,200,/about
313386,"REFRAME WEALTH, LLC","https://www.reframewealth.com/","info@reframewealth.com",generic,350,/contact-us/
313386,"REFRAME WEALTH, LLC","https://www.reframewealth.com/","ReFrameWealthcom@reframewealth.com",individual,350,/contact-us/
329878,"DIVERSIFY WEALTH MGMT","https://diversify.com/","info@diversify.com",generic,300,/contact
329878,"DIVERSIFY WEALTH MGMT","https://diversify.com/","rsmith@diversify.com",individual,200,/contact
329878,"DIVERSIFY WEALTH MGMT","https://diversify.com/","dlaga@diversify.com",individual,200,/contact
329878,"DIVERSIFY WEALTH MGMT","https://diversify.com/","dwrigley@diversify.com",individual,200,/contact
329878,"DIVERSIFY WEALTH MGMT","https://diversify.com/","smatheson@diversify.com",individual,200,/contact
329878,"DIVERSIFY WEALTH MGMT","https://diversify.com/","cwhitlock@diversify.com",individual,200,/contact
329878,"DIVERSIFY WEALTH MGMT","https://diversify.com/","kbendix@diversify.com",individual,200,/contact
329878,"DIVERSIFY WEALTH MGMT","https://diversify.com/","banderson@diversify.com",individual,200,/contact
329878,"DIVERSIFY WEALTH MGMT","https://diversify.com/","bkezerian@diversify.com",individual,200,/contact
329878,"DIVERSIFY WEALTH MGMT","https://diversify.com/","bgrasteit@diversify.com",individual,200,/contact
152395,"CORDANT, INC.","https://cordantwealth.com/","info@www.cordantwealth.com",generic,350,/
315635,"BRADY FAMILY WEALTH","https://bradyfamilywealth.com/","info@bradyfamilywealth.com",generic,350,/contact-us
285191,"HIGH PINES WEALTH MANAGEMENT LLC","https://highpineswealth.com/","jim@highpineswealth.com",individual,250,/
324258,"LEGACY FINANCIAL","https://legacyfia.com/","cmccrea@legacyfia.com",individual,200,/
324258,"LEGACY FINANCIAL","https://legacyfia.com/","mccreabs@legacyfia.com",individual,200,/
324258,"LEGACY FINANCIAL","https://legacyfia.com/","tcfalkner@legacyfia.com",individual,200,/
324258,"LEGACY FINANCIAL","https://legacyfia.com/","bmccrea@legacyfia.com",individual,200,/
324258,"LEGACY FINANCIAL","https://legacyfia.com/","sbollinger@legacyfia.com",individual,200,/
324258,"LEGACY FINANCIAL","https://legacyfia.com/","awalker@legacyfia.com",individual,200,/
324001,"PETERSON ROGERS PRIVATE WEALTH, LLC","https://petersonrogers.com/","admin@petersonrogers.com",individual,150,/
107212,"KOESTEN HIRSCHMANN","https://www.khwealth.com/","info@khwealth.com",generic,350,/
174907,"MASCOMA WEALTH MGMT","https://mascoma.bank/investing/mascoma-wealth-management/","msbinfo@mascoma.bank",individual,300,/contact
312245,"CURTIS WEALTH MGMT","https://curtiswm.com/","Jordan@CurtisWM.com",individual,200,/
301925,"WILLIAMS JONES WEALTH MANAGEMENT, LLC","https://williamsjones.com/","info@williamsjones.com",generic,300,/
150843,"HHM WEALTH ADVISORS, LLC","https://hhmwealth.com/","contactus@hhmwealth.com",individual,350,/
142480,"BECKERMAN INSTITUTIONAL, LLC","https://beckermaninstitutional.com/","admin@beckermaninstitutional.com",individual,150,/
323032,"INTL PRIVATE WEALTH","https://ipwadvisors.com/","Info@ipwadvisors.com",generic,350,/
283909,"MGO PRIVATE WEALTH","https://legacypcg.com/","admin@legacypcg.com",individual,150,/
315043,"REICON WEALTH ADVISORS, LLC","https://reiconwealth.com/","info@reiconwealth.com",generic,350,/
105710,"SHEETS SMITH WEALTH MANAGEMENT","https://sheetssmith.com/","info@sheetssmith.com",generic,300,/
105062,"TFC FINANCIAL MANAGEMENT, INC.","https://www.tfcfinancial.com/","info@tfcfinancial.com",generic,350,/
301107,"TROUTMAN WEALTH","https://troutmanwealth.com/","support@troutmanwealth.com",generic,300,/
157794,"TANDEM WEALTH ADVISORS LLC","https://tandemwealth.com/","info@tandemwealth.com",generic,350,/
266787,"WEALTH DIMENSIONS FAMILY OFFICE, INC","https://wealthdimensions.com/","info@wealthdimensions.com",generic,350,/
131728,"EHRENKRANZ PARTNERS L.P.","https://www.eplp.com/","ehrenkranz.partners@eplp.com",individual,300,/
329135,"POTENTIA RIA, LLC","https://potentiawealth.com/","ask@potentiawealth.com",individual,250,/
161357,"SSA SWISS ADVISORS AG","https://www.ssa-wa.com/","info@ssa-wa.com",generic,300,/
288593,"TOWERPOINT WEALTH","https://towerpointwealth.com/","info@towerpointwealth.com",generic,350,/
300443,"TUMWATER WEALTH MANAGEMENT, LLC","https://tumwaterwealth.com/","info@tumwaterwealth.com",generic,350,/
158463,"MUSSETT WEALTH MGMT","https://mussettwealth.com/","Olivia@mussettwealth.com",individual,250,/
164792,"VENTIRA PRIVATE WEALTH MANAGEMENT LTD.","https://ventira.ch/","contact@ventira.ch",generic,300,/
164792,"VENTIRA PRIVATE WEALTH MANAGEMENT LTD.","https://ventira.ch/","andre.studer@ventira.ch",individual,200,/
164792,"VENTIRA PRIVATE WEALTH MANAGEMENT LTD.","https://ventira.ch/","beat.gloor@ventira.ch",individual,200,/
164792,"VENTIRA PRIVATE WEALTH MANAGEMENT LTD.","https://ventira.ch/","philipp.gross@ventira.ch",individual,200,/
164792,"VENTIRA PRIVATE WEALTH MANAGEMENT LTD.","https://ventira.ch/","roland.gysi@ventira.ch",individual,200,/
164792,"VENTIRA PRIVATE WEALTH MANAGEMENT LTD.","https://ventira.ch/","monika.kym@ventira.ch",individual,200,/
128097,"CAPSTONE WEALTH MANAGEMENT GROUP, LLC","https://capstonewmg.com/","amy@capstonewmg.com",individual,200,/contact
226524,"WHITE WING WEALTH","https://www.whitewingwm.com/","scott.mcmillan@whitewingwm.com",individual,200,/contact
286321,"1776 WEALTH LLC","https://1776wealth.com/","deanna@1776Wealth.com",individual,250,/contact
316644,"WEST WEALTH GROUP, LLC","https://westwealthgroup.com/","info@westwealthgroup.com",generic,350,/
312022,"PURPOSE COMPREHENSIVE","https://purposecwm.com/","contact@purposecwm.com",generic,300,/
312022,"PURPOSE COMPREHENSIVE","https://purposecwm.com/","aaron.olson@purposecwm.com",individual,200,/about
312022,"PURPOSE COMPREHENSIVE","https://purposecwm.com/","nicholas.henning@purposecwm.com",individual,200,/about
311298,"TRANSITUS WEALTH PARTNERS LLC","https://www.dovetailfin.com/","connect@dovetailfin.com",individual,200,/
309506,"SLWA, LLC","https://www.sanluis.com/","info@sanluis.com",generic,300,/
309506,"SLWA, LLC","https://www.sanluis.com/","luke@sanluis.com",individual,200,/about-us
309506,"SLWA, LLC","https://www.sanluis.com/","joy@sanluis.com",individual,200,/about-us
309506,"SLWA, LLC","https://www.sanluis.com/","rasheem@sanluis.com",individual,200,/about-us
309506,"SLWA, LLC","https://www.sanluis.com/","meredith@sanluis.com",individual,200,/about-us
309506,"SLWA, LLC","https://www.sanluis.com/","camryn@sanluis.com",individual,200,/about-us
309506,"SLWA, LLC","https://www.sanluis.com/","brad@sanluis.com",individual,200,/about-us
309506,"SLWA, LLC","https://www.sanluis.com/","gavin@sanluis.com",individual,200,/about-us
309506,"SLWA, LLC","https://www.sanluis.com/","jenni@sanluis.com",individual,200,/about-us
309506,"SLWA, LLC","https://www.sanluis.com/","katiekelley@sanluis.com",individual,200,/about-us
133802,"PRIVATE WEALTH PARTNERS","https://www.pwpart.com/","info@pwpart.com",generic,300,/
172002,"WEALTH WATCH ADVISORS, INC","https://wealthwatchadvisors.com/","service@wealthwatchadvisors.com",individual,250,/
